REFDES,COMP_DEVICE_TYPE,COMP_VALUE,COMP_TOL,COMP_PACKAGE,SYM_X,SYM_Y,SYM_ROTATE,SYM_MIRROR
RB201,RESISTOR_R0402_150RST/0402,,,R0402,413.000,-6468.000,180.000,NO
RB203,RESISTOR_R0402_0/0402,,,R0402,908.000,-6443.000,270.000,NO
RB204,RESISTOR_R0402_10K/0402,,,R0402,413.000,-6428.000,180.000,NO
RB205,RESISTOR_R0402_1KST/0402,,,R0402,764.689,-6496.000,0.000,YES
RB206,RESISTOR_R0402_10K/0402,,,R0402,533.000,-6387.000,0.000,NO
RB207,RESISTOR_R0402_100KST/0402,,,R0402,954.000,-6508.000,270.000,NO
RB208,RESISTOR_R0402_1.5KST/0402,,,R0402,913.000,-6508.000,90.000,NO
RB209,RESISTOR_R0402_0/0402,,,R0402,-877.469,-7042.000,180.000,YES
RB210,RESISTOR_R0402_2.2/0402,,,R0402,-717.469,-6910.000,90.000,NO
RB211,RESISTOR_R0402_X_110KST/0402,,,R0402,-797.469,-6910.000,270.000,NO
RB212,RESISTOR_R0402_0/0402,,,R0402,-757.469,-6910.000,270.000,NO
RB213,RESISTOR_R0805_1RST/0805,,,R0805,-569.689,-7251.780,90.000,NO
RB214,RESISTOR_R0402_0/0402,,,R0402,-550.469,-7042.000,180.000,YES
RB215,RESISTOR_R0402_2.2/0402,,,R0402,-390.469,-6910.000,90.000,NO
RB216,RESISTOR_R0402_X_110KST/0402,,,R0402,-470.469,-6910.000,270.000,NO
RB217,RESISTOR_R0402_0/0402,,,R0402,-430.469,-6910.000,270.000,NO
RB218,RESISTOR_R0805_1RST/0805,,,R0805,-241.689,-7250.780,90.000,NO
RB219,RESISTOR_R0402_0/0402,,,R0402,-223.469,-7042.000,180.000,YES
RB220,RESISTOR_R0402_2.2/0402,,,R0402,-63.469,-6910.000,90.000,NO
RB221,RESISTOR_R0402_X_110KST/0402,,,R0402,-143.469,-6910.000,270.000,NO
RB222,RESISTOR_R0402_0/0402,,,R0402,-103.469,-6910.000,270.000,NO
RB223,RESISTOR_R0805_1RST/0805,,,R0805,84.311,-7250.780,90.000,NO
RB224,RESISTOR_R0402_0/0402,,,R0402,103.531,-7042.000,180.000,YES
RB225,RESISTOR_R0402_2.2/0402,,,R0402,263.531,-6910.000,90.000,NO
RB226,RESISTOR_R0402_X_110KST/0402,,,R0402,183.531,-6910.000,270.000,NO
RB227,RESISTOR_R0402_0/0402,,,R0402,223.531,-6910.000,270.000,NO
RB228,RESISTOR_R0805_1RST/0805,,,R0805,411.311,-7250.780,90.000,NO
RB229,RESISTOR_R0402_0/0402,,,R0402,430.531,-7042.000,180.000,YES
RB230,RESISTOR_R0402_2.2/0402,,,R0402,590.531,-6910.000,90.000,NO
RB231,RESISTOR_R0402_X_110KST/0402,,,R0402,510.531,-6910.000,270.000,NO
RB232,RESISTOR_R0402_0/0402,,,R0402,550.531,-6910.000,270.000,NO
RB233,RESISTOR_R0805_1RST/0805,,,R0805,739.311,-7250.780,90.000,NO
RB234,RESISTOR_R0402_0/0402,,,R0402,757.531,-7042.000,180.000,YES
RB235,RESISTOR_R0402_2.2/0402,,,R0402,917.531,-6910.000,90.000,NO
RB236,RESISTOR_R0402_X_110KST/0402,,,R0402,837.531,-6910.000,270.000,NO
RB237,RESISTOR_R0402_0/0402,,,R0402,877.531,-6910.000,270.000,NO
RB238,RESISTOR_R0805_1RST/0805,,,R0805,1065.311,-7249.780,90.000,NO
RB239,RESISTOR_R0402_0/0402,,,R0402,1084.531,-7042.000,180.000,YES
RB240,RESISTOR_R0402_2.2/0402,,,R0402,1244.531,-6910.000,90.000,NO
RB241,RESISTOR_R0402_X_110KST/0402,,,R0402,1164.531,-6895.000,270.000,NO
RB242,RESISTOR_R0402_0/0402,,,R0402,1204.531,-6910.000,270.000,NO
RB243,RESISTOR_R0805_1RST/0805,,,R0805,1421.531,-7279.000,0.000,NO
RB244,RESISTOR_R0402_10K/0402,,,R0402,-2840.000,-13120.000,180.000,NO
RB245,RESISTOR_R0402_0/0402,,,R0402,-2766.000,-12916.000,90.000,NO
RB246,RESISTOR_R0402_0/0402,,,R0402,-2840.000,-13080.000,180.000,NO
RB247,RESISTOR_R0402_16KST/0402,,,R0402,-2475.000,-13135.000,0.000,NO
RB248,RESISTOR_R0402_0/0402,,,R0402,-2840.000,-13030.000,180.000,NO
RB249,RESISTOR_R0402_2.67KST/0402,,,R0402,-2475.000,-13195.000,0.000,NO
RB250,RESISTOR_R0402_150RST/0402,,,R0402,-2840.000,-12990.000,180.000,NO
RB252,RESISTOR_R0402_1.5KST/0402,,,R0402,-2455.000,-13080.000,270.000,NO
RB253,RESISTOR_R0402_10K/0402,,,R0402,-2726.000,-12888.000,90.000,NO
RB254,RESISTOR_R0402_1KST/0402,,,R0402,-2475.000,-13027.500,0.000,NO
RB255,RESISTOR_R0402_100RST/0402,,,R0402,-2905.000,-13030.000,180.000,NO
RB256,RESISTOR_R0402_49.9RST/0402,,,R0402,-2905.000,-12990.000,180.000,NO
RB257,RESISTOR_R0402_0/0402,,,R0402,-2168.000,-12706.000,270.000,YES
RB258,RESISTOR_R0402_2.2/0402,,,R0402,-2300.000,-12540.000,180.000,NO
RB259,RESISTOR_R0402_X_110KST/0402,,,R0402,-2300.000,-12620.000,0.000,NO
RB260,RESISTOR_R0402_0/0402,,,R0402,-2300.000,-12580.000,0.000,NO
RB261,RESISTOR_R0805_1RST/0805,,,R0805,-1880.000,-12410.000,180.000,NO
RB262,RESISTOR_R0402_10K/0402,,,R0402,-3724.000,-6767.000,0.000,YES
RB263,RESISTOR_R0402_0/0402,,,R0402,-3739.000,-6770.000,270.000,NO
RB264,RESISTOR_R0402_0/0402,,,R0402,-3779.000,-6770.000,270.000,NO
RB265,RESISTOR_R0402_88.7KST/0402,,,R0402,-3740.000,-6410.000,270.000,NO
RB266,RESISTOR_R0402_0/0402,,,R0402,-3835.000,-6755.000,180.000,NO
RB267,RESISTOR_R0402_49.9KST/0402,,,R0402,-3700.000,-6410.000,90.000,NO
RB268,RESISTOR_R0402_150RST/0402,,,R0402,-3835.000,-6695.000,180.000,NO
RB269,RESISTOR_R0402_10K/0402,,,R0402,-3850.000,-6655.000,180.000,NO
RB270,RESISTOR_R0402_10K/0402,,,R0402,-3850.000,-6485.000,180.000,NO
RB271,RESISTOR_R0402_1/0402,,,R0402,-3850.000,-6530.000,0.000,NO
RB272,RESISTOR_R0402_4.7K/0402,,,R0402,-3850.000,-6615.000,180.000,NO
RB273,RESISTOR_R0402_10K/0402,,,R0402,-3850.000,-6575.000,180.000,NO
RB274,RESISTOR_R0402_X_4.02KST/0402,,,R0402,-3740.000,-6505.000,180.000,YES
RB275,RESISTOR_R0402_100RST/0402,,,R0402,-3900.000,-6755.000,180.000,NO
RB276,RESISTOR_R0402_49.9RST/0402,,,R0402,-3900.000,-6695.000,180.000,NO
RB277,RESISTOR_R0402_0/0402,,,R0402,-3510.000,-6295.000,0.000,YES
RB278,RESISTOR-4P_R2512-4P_M_0.002RST,,,R2512-4P_M,-3400.000,-6355.000,90.000,YES
RB279,RESISTOR_R0402_2.2RST/0402,,,R0402,-2575.630,-6197.000,180.000,YES
RB280,RESISTOR_R0402_2.2RST/0402,,,R0402,-2539.500,-5887.480,270.000,NO
RB281,RESISTOR_R0402_110KST/0402,,,R0402,-2603.539,-6120.831,180.000,YES
RB282,RESISTOR_R0402_0/0402,,,R0402,-2619.500,-5886.480,270.000,NO
RB283,RESISTOR_R0603_1RST/0603,,,R0603,-2408.370,-6203.000,0.000,NO
RB284,RESISTOR_R0402_2.2RST/0402,,,R0402,-1899.630,-6197.000,180.000,YES
RB285,RESISTOR_R0402_2.2RST/0402,,,R0402,-1870.000,-5870.000,270.000,NO
RB286,RESISTOR_R0402_110KST/0402,,,R0402,-1920.000,-6120.000,180.000,YES
RB287,RESISTOR_R0402_0/0402,,,R0402,-1955.000,-5870.000,270.000,NO
RB288,RESISTOR_R0603_1RST/0603,,,R0603,-1729.370,-6193.000,0.000,NO
RB289,RESISTOR_R0402_2.2RST/0402,,,R0402,-2237.630,-6197.000,180.000,YES
RB290,RESISTOR_R0402_2.2RST/0402,,,R0402,-2197.500,-5887.480,270.000,NO
RB291,RESISTOR_R0402_110KST/0402,,,R0402,-2261.539,-6120.831,180.000,YES
RB292,RESISTOR_R0402_0/0402,,,R0402,-2277.500,-5886.480,270.000,NO
RB293,RESISTOR_R0603_1RST/0603,,,R0603,-2075.000,-6195.000,0.000,NO
RB294,RESISTOR_R0402_2.2RST/0402,,,R0402,-3189.630,-6187.000,180.000,YES
RB295,RESISTOR_R0402_2.2RST/0402,,,R0402,-3164.500,-5877.480,270.000,NO
RB296,RESISTOR_R0402_169KST/0402,,,R0402,-3223.539,-6109.831,180.000,YES
RB297,RESISTOR_R0402_0/0402,,,R0402,-3244.500,-5876.480,270.000,NO
RB298,RESISTOR_R0603_1RST/0603,,,R0603,-2995.370,-6188.000,0.000,NO
RB299,RESISTOR_R0402_10K/0402,,,R0402,4035.000,-5325.000,180.000,NO
RB300,RESISTOR_R0402_0/0402,,,R0402,3970.000,-5260.000,180.000,NO
RB301,RESISTOR_R0402_0/0402,,,R0402,4035.000,-5260.000,180.000,NO
RB302,RESISTOR_R0402_52.3KST/0402,,,R0402,4410.000,-5294.000,180.000,NO
RB303,RESISTOR_R0402_0/0402,,,R0402,3976.000,-5174.000,90.000,NO
RB304,RESISTOR_R0402_37.4KST/0402,,,R0402,4410.000,-5254.000,0.000,NO
RB305,RESISTOR_R0402_150RST/0402,,,R0402,4096.000,-5174.000,90.000,NO
RB306,RESISTOR_R0402_10K/0402,,,R0402,4136.000,-5174.000,90.000,NO
RB307,RESISTOR_R0402_10K/0402,,,R0402,4261.000,-5174.000,90.000,NO
RB308,RESISTOR_R0402_1/0402,,,R0402,4221.000,-5174.000,270.000,NO
RB309,RESISTOR_R0402_10K/0402,,,R0402,4176.000,-5174.000,90.000,NO
RB310,RESISTOR_R0402_X_4.02KST/0402,,,R0402,4300.000,-5280.000,90.000,YES
RB311,RESISTOR_R0402_X_100RST/0402,,,R0402,4016.000,-5174.000,270.000,NO
RB312,RESISTOR_R0402_X_49.9RST/0402,,,R0402,4056.000,-5174.000,270.000,NO
RB313,RESISTOR_R0402_0/0402,,,R0402,1890.000,-6120.000,270.000,NO
RB314,RESISTOR-4P_R2512-4P_M_0.002RST,,,R2512-4P_M,1985.000,-6145.000,270.000,NO
RB315,RESISTOR_R0402_2.2RST/0402,,,R0402,3468.000,-6065.000,180.000,YES
RB316,RESISTOR_R0402_2.2RST/0402,,,R0402,3495.000,-5750.000,270.000,NO
RB317,RESISTOR_R0402_110KST/0402,,,R0402,3440.000,-6000.000,180.000,YES
RB318,RESISTOR_R0402_0/0402,,,R0402,3415.000,-5750.000,270.000,NO
RB319,RESISTOR_R0603_1RST/0603,,,R0603,3630.000,-6065.000,0.000,NO
RB320,RESISTOR_R0402_2.2RST/0402,,,R0402,4152.000,-6065.000,180.000,YES
RB321,RESISTOR_R0402_2.2RST/0402,,,R0402,4187.870,-5759.480,270.000,NO
RB322,RESISTOR_R0402_110KST/0402,,,R0402,4130.000,-5995.000,180.000,YES
RB323,RESISTOR_R0402_0/0402,,,R0402,4107.870,-5758.480,270.000,NO
RB324,RESISTOR_R0603_1RST/0603,,,R0603,4317.000,-6065.000,0.000,NO
RB325,RESISTOR_R0402_2.2RST/0402,,,R0402,3810.000,-6065.000,180.000,YES
RB326,RESISTOR_R0402_2.2RST/0402,,,R0402,3846.870,-5749.480,270.000,NO
RB327,RESISTOR_R0402_110KST/0402,,,R0402,3775.000,-6000.000,180.000,YES
RB328,RESISTOR_R0402_0/0402,,,R0402,3766.870,-5748.480,270.000,NO
RB329,RESISTOR_R0603_1RST/0603,,,R0603,3970.000,-6065.000,0.000,NO
RB330,RESISTOR_R0402_2.2RST/0402,,,R0402,2485.000,-6070.000,180.000,YES
RB331,RESISTOR_R0402_2.2RST/0402,,,R0402,2520.870,-5749.480,270.000,NO
RB332,RESISTOR_R0402_169KST/0402,,,R0402,2445.000,-5995.000,180.000,YES
RB333,RESISTOR_R0402_0/0402,,,R0402,2415.000,-5748.000,270.000,NO
RB334,RESISTOR_R0603_1RST/0603,,,R0603,2645.000,-6070.000,0.000,NO
RB335,RESISTOR_R0402_10KST/0402,,,R0402,-3775.000,-9491.980,270.000,NO
RB336,RESISTOR_R0402_10KST/0402,,,R0402,-3832.000,-9514.370,180.000,NO
RB337,RESISTOR_R0402_10KST/0402,,,R0402,2890.000,-6343.000,0.000,NO
RB338,RESISTOR_R0402_10KST/0402,,,R0402,2850.000,-6554.000,180.000,NO
RB339,RESISTOR_R0402_10KST/0402,,,R0402,2828.000,-6501.000,90.000,NO
RB742,RESISTOR_R0402_X_240/0402,,,R0402,-210.000,-12025.000,90.000,YES
RB743,RESISTOR_R0402_X_240/0402,,,R0402,-119.000,-12025.000,90.000,YES
RB744,RESISTOR_R0402_X_240/0402,,,R0402,-345.000,-12025.000,90.000,YES
RB747,RESISTOR_R0402_100RST/0402,,,R0402,-155.000,-11280.000,270.000,YES
RB748,RESISTOR_R0402_100RST/0402,,,R0402,-115.000,-11280.000,270.000,YES
RB749,RESISTOR_R0402_1K/0402,,,R0402,725.000,-9300.000,270.000,YES
RB750,RESISTOR_R0402_1K/0402,,,R0402,680.000,-9300.000,270.000,YES
RB751,RESISTOR_R0402_1K/0402,,,R0402,990.000,-8065.000,270.000,NO
RB753,RESISTOR_R0402_150RST/0402,,,R0402,235.000,-10735.000,90.000,NO
RB754,RESISTOR_R0402_150RST/0402,,,R0402,-305.000,-12025.000,90.000,YES
RB755,RESISTOR_R0402_240/0402,,,R0402,235.000,-10735.000,270.000,YES
RB757,RESISTOR_R0402_49.9RST/0402,,,R0402,-345.000,-12115.000,270.000,YES
RB758,RESISTOR_R0402_124RST/0402,,,R0402,-3620.000,-6770.000,270.000,NO
RB759,RESISTOR_R0402_1KST/0402,,,R0402,-3660.000,-6770.000,270.000,NO
RB760,RESISTOR_R0402_1KST/0402,,,R0402,4035.000,-5420.000,180.000,NO
RB761,RESISTOR_R0402_124RST/0402,,,R0402,3965.000,-5420.000,180.000,NO
RB765,RESISTOR_R0402_1KST/0402,,,R0402,-849.469,-6922.000,180.000,NO
RB766,RESISTOR_R0402_1KST/0402,,,R0402,-196.469,-6924.000,180.000,NO
RB767,RESISTOR_R0402_1KST/0402,,,R0402,-522.469,-6921.000,180.000,NO
RB768,RESISTOR_R0402_1KST/0402,,,R0402,131.531,-6921.000,180.000,NO
RB769,RESISTOR_R0402_1KST/0402,,,R0402,458.531,-6922.000,180.000,NO
RB770,RESISTOR_R0402_10K/0402,,,R0402,413.000,-6588.000,180.000,NO
RB771,RESISTOR_R0402_1KST/0402,,,R0402,784.531,-6924.000,180.000,NO
RB772,RESISTOR_R0402_1KST/0402,,,R0402,1111.531,-6924.000,180.000,NO
RB773,RESISTOR_R0402_4.7K/0402,,,R0402,473.000,-6408.000,90.000,NO
RB774,RESISTOR_R0402_0/0402,,,R0402,-2425.000,-12975.000,270.000,NO
RB775,RESISTOR_R0402_100KST/0402,,,R0402,-2415.000,-13080.000,90.000,NO
RB776,RESISTOR_R0402_1KST/0402,,,R0402,-2734.206,-13211.800,180.000,NO
RBT1,THERMISTOR_R0603_RT100K,,,R0603,-400.000,-8050.000,270.000,YES
RBX1,R0402-SHORT_R0402-SHORT_X_SHORT,,,R0402-SHORT,-2525.000,-9710.000,180.000,NO
RBX2,R0402-SHORT_R0402-SHORT_X_SHORT,,,R0402-SHORT,-2525.000,-12150.000,270.000,NO
RBX3,R0402-SHORT_R0402-SHORT_X_SHORT,,,R0402-SHORT,-2525.000,-9750.000,180.000,NO
RBX4,R0402-SHORT_R0402-SHORT_X_SHORT,,,R0402-SHORT,-2525.000,-12085.000,90.000,NO
RBX5,R0402-SHORT_R0402-SHORT_X_SHORT,,,R0402-SHORT,3110.311,-9680.000,0.000,NO
RBX6,R0402-SHORT_R0402-SHORT_X_SHORT,,,R0402-SHORT,3110.000,-11675.000,180.000,NO
RBX7,R0402-SHORT_R0402-SHORT_X_SHORT,,,R0402-SHORT,3110.311,-9720.000,0.000,NO
RBX8,R0402-SHORT_R0402-SHORT_X_SHORT,,,R0402-SHORT,3110.000,-11720.000,180.000,NO
RBX9,R0402-SHORT_R0402-SHORT_X_SHORT,,,R0402-SHORT,-2523.000,-9638.000,180.000,NO
RBX10,R0402-SHORT_R0402-SHORT_X_SHORT,,,R0402-SHORT,3100.311,-9620.000,90.000,NO
RC46,RESISTOR_R0402_0/0402,,,R0402,-270.000,-18030.000,270.000,NO
RC47,RESISTOR_R0402_221RST/0402,,,R0402,-190.000,-18030.000,270.000,NO
RC48,RESISTOR_R0402_49.9RST/0402,,,R0402,830.000,-14100.000,270.000,YES
RC49,RESISTOR_R0402_49.9RST/0402,,,R0402,750.000,-14100.000,270.000,YES
RC50,RESISTOR_R0402_0/0402,,,R0402,-230.000,-18030.000,270.000,NO
RC51,RESISTOR_R0402_0/0402,,,R0402,-110.000,-18030.000,270.000,NO
RC52,RESISTOR_R0402_0/0402,,,R0402,-70.000,-18030.000,270.000,NO
RC53,RESISTOR_R0402_221RST/0402,,,R0402,-150.000,-18030.000,270.000,NO
RC56,RESISTOR_R0402_100RST/0402,,,R0402,574.902,-15541.051,180.000,YES
RC57,RESISTOR_R0402_90.9RST/0402,,,R0402,558.902,-15501.051,180.000,YES
RC58,RESISTOR_R0402_90.9RST/0402,,,R0402,515.000,-15435.000,180.000,YES
RC59,RESISTOR_R0402_X_240/0402,,,R0402,444.059,-15366.390,270.000,NO
RC60,RESISTOR_R0402_100RST/0402,,,R0402,244.059,-15366.390,90.000,NO
RC61,RESISTOR_R0402_90.9RST/0402,,,R0402,204.059,-15366.390,90.000,NO
RC62,RESISTOR_R0402_X_240/0402,,,R0402,354.059,-15366.390,90.000,YES
RC63,RESISTOR_R0402_90.9RST/0402,,,R0402,234.059,-15366.390,270.000,YES
RC64,RESISTOR_R0402_X_240/0402,,,R0402,710.000,-13975.000,90.000,YES
RC65,RESISTOR_R0402_X_240/0402,,,R0402,324.059,-15366.390,270.000,NO
RC66,RESISTOR_R0402_0/0402,,,R0402,-975.000,-13525.000,90.000,NO
RC67,RESISTOR_R0402_0/0402,,,R0402,-935.000,-13525.000,90.000,NO
RC68,RESISTOR_R0402_49.9RST/0402,,,R0402,154.059,-15366.390,270.000,YES
RC69,RESISTOR_R0402_49.9RST/0402,,,R0402,114.059,-15366.390,270.000,YES
RC70,RESISTOR_R0402_49.9RST/0402,,,R0402,514.059,-15421.390,90.000,NO
RC71,RESISTOR_R0402_1K/0402,,,R0402,-1015.000,-13620.000,90.000,NO
RC72,RESISTOR_R0402_49.9RST/0402,,,R0402,194.059,-15366.390,270.000,YES
RC74,RESISTOR_R0402_X_240RST/0402,,,R0402,710.000,-14100.000,270.000,YES
RC75,RESISTOR_R0402_X_49.9RST/0402,,,R0402,-185.000,-14810.000,180.000,YES
RC76,RESISTOR_R0402_X_49.9RST/0402,,,R0402,-191.000,-14865.000,270.000,YES
RC77,RESISTOR_R0402_49.9RST/0402,,,R0402,284.059,-15366.390,270.000,NO
RC78,RESISTOR_R0402_240/0402,,,R0402,2085.000,-13860.000,270.000,YES
RC79,RESISTOR_R0402_240/0402,,,R0402,1960.000,-13860.000,270.000,YES
RC80,RESISTOR_R0402_348RST/0402,,,R0402,1960.000,-13540.000,90.000,YES
RC81,RESISTOR_R0402_348RST/0402,,,R0402,2085.000,-13540.000,90.000,YES
RC82,RESISTOR_R0402_10/0402,,,R0402,2045.000,-13860.000,270.000,YES
RC83,RESISTOR_R0402_20/0402,,,R0402,2045.000,-13540.000,270.000,YES
RC85,RESISTOR_R0402_10/0402,,,R0402,2000.000,-13860.000,270.000,YES
RC86,RESISTOR_R0402_20/0402,,,R0402,2000.000,-13540.000,270.000,YES
RC90,RESISTOR_R0402_X_240/0402,,,R0402,404.059,-15366.390,270.000,NO
RC92,RESISTOR_R0402_240/0402,,,R0402,394.059,-15366.390,90.000,YES
RC94,RESISTOR_R0402_X_240/0402,,,R0402,364.059,-15366.390,270.000,NO
RC95,RESISTOR_R0402_100RST/0402,,,R0402,-110.000,-18125.000,270.000,NO
RC98,RESISTOR_R0402_240/0402,,,R0402,-2495.000,-13365.000,0.000,YES
RC99,RESISTOR_R0402_240/0402,,,R0402,-2495.000,-13495.000,0.000,YES
RC100,RESISTOR_R0402_348RST/0402,,,R0402,-2815.000,-13495.000,180.000,YES
RC101,RESISTOR_R0402_348RST/0402,,,R0402,-2815.000,-13370.000,180.000,YES
RC102,RESISTOR_R0402_49.9RST/0402,,,R0402,-150.000,-18125.000,270.000,NO
RC103,RESISTOR_R0402_100RST/0402,,,R0402,-230.000,-18125.000,270.000,NO
RC104,RESISTOR_R0402_49.9RST/0402,,,R0402,-190.000,-18125.000,270.000,NO
RC109,RESISTOR_R0402_10/0402,,,R0402,-2495.000,-13405.000,0.000,YES
RC110,RESISTOR_R0402_20/0402,,,R0402,-2815.000,-13410.000,0.000,YES
RC111,RESISTOR_R0402_10/0402,,,R0402,-2495.000,-13455.000,0.000,YES
RC112,RESISTOR_R0402_20/0402,,,R0402,-2815.000,-13455.000,0.000,YES
RC115,RESISTOR_R0402_1K/0402,,,R0402,-1055.000,-13620.000,90.000,NO
RC116,RESISTOR_R0402_1K/0402,,,R0402,-1055.000,-13525.000,90.000,NO
RC117,RESISTOR_R0402_240/0402,,,R0402,-3265.000,-19515.000,180.000,NO
RC118,RESISTOR_R0402_240/0402,,,R0402,-3265.200,-19384.900,0.000,NO
RC124,RESISTOR_R0402_4.7K/0402,,,R0402,-975.000,-13620.000,270.000,NO
RC125,RESISTOR_R0402_4.7K/0402,,,R0402,-935.000,-13620.000,270.000,NO
RC126,RESISTOR_R0402_10/0402,,,R0402,-3265.000,-19475.000,180.000,NO
RC127,RESISTOR_R0402_10/0402,,,R0402,-3265.000,-19425.000,180.000,NO
RC128,RESISTOR_R0402_100RST/0402,,,R0402,-1095.000,-18690.000,270.000,NO
RC129,RESISTOR_R0402_0/0402,,,R0402,-1095.000,-18625.000,90.000,NO
RC130,RESISTOR_R0402_0/0402,,,R0402,-1035.000,-18625.000,90.000,NO
RC131,RESISTOR_R0402_100RST/0402,,,R0402,-1035.000,-18690.000,270.000,NO
RC132,RESISTOR_R0402_100RST/0402,,,R0402,-1565.000,-13000.000,180.000,NO
RC133,RESISTOR_R0402_0/0402,,,R0402,-1500.000,-13000.000,0.000,NO
RC134,RESISTOR_R0402_0/0402,,,R0402,-1500.000,-13065.000,0.000,NO
RC135,RESISTOR_R0402_100RST/0402,,,R0402,-1565.000,-13065.000,180.000,NO
RC136,RESISTOR_R0402_100RST/0402,,,R0402,1545.000,-18685.000,270.000,NO
RC137,RESISTOR_R0402_0/0402,,,R0402,1545.000,-18620.000,90.000,NO
RC138,RESISTOR_R0402_0/0402,,,R0402,1485.000,-18620.000,90.000,NO
RC139,RESISTOR_R0402_100RST/0402,,,R0402,1485.000,-18685.000,270.000,NO
RC140,RESISTOR_R0402_249RST/0402,,,R0402,580.000,-15535.000,180.000,NO
RC141,RESISTOR_R0402_1KST/0402,,,R0402,2370.000,-19045.000,0.000,NO
RC142,RESISTOR_R0402_1KST/0402,,,R0402,3110.000,-19040.000,0.000,NO
RC143,RESISTOR_R0402_1KST/0402,,,R0402,3850.000,-19020.000,0.000,NO
RC144,RESISTOR_R0402_2.2/0402,,,R0402,2370.000,-18965.000,180.000,NO
RC145,RESISTOR_R0402_2.2/0402,,,R0402,3110.000,-18960.000,180.000,NO
RC146,RESISTOR_R0402_2.2/0402,,,R0402,3850.000,-18940.000,180.000,NO
RC147,RESISTOR_R0402_1KST/0402,,,R0402,2370.000,-19005.000,180.000,NO
RC148,RESISTOR_R0402_1KST/0402,,,R0402,3110.000,-19000.000,180.000,NO
RC149,RESISTOR_R0402_1KST/0402,,,R0402,3850.000,-18980.000,180.000,NO
RC150,RESISTOR_R0402_1KST/0402,,,R0402,-1785.000,-19035.000,0.000,NO
RC151,RESISTOR_R0402_1KST/0402,,,R0402,-2520.000,-18959.000,0.000,NO
RC152,RESISTOR_R0402_1KST/0402,,,R0402,-3265.000,-18957.000,0.000,NO
RC153,RESISTOR_R0402_2.2/0402,,,R0402,-1785.000,-18955.000,180.000,NO
RC154,RESISTOR_R0402_2.2/0402,,,R0402,-2535.000,-19100.000,270.000,NO
RC155,RESISTOR_R0402_2.2/0402,,,R0402,-3275.000,-19100.000,270.000,NO
RC156,RESISTOR_R0402_1KST/0402,,,R0402,-1785.000,-18995.000,180.000,NO
RC157,RESISTOR_R0402_1KST/0402,,,R0402,-2520.000,-19000.000,180.000,NO
RC158,RESISTOR_R0402_1KST/0402,,,R0402,-3265.000,-18997.000,180.000,NO
RC165,RESISTOR_R0402_64.9RST/0402,,,R0402,2230.000,-13520.000,0.000,NO
RC166,RESISTOR_R0402_64.9RST/0402,,,R0402,2230.000,-13560.000,0.000,NO
RC167,RESISTOR_R0402_49.9RST/0402,,,R0402,2230.000,-13670.000,0.000,NO
RC168,RESISTOR_R0402_49.9RST/0402,,,R0402,2230.000,-13710.000,0.000,NO
RC170,RESISTOR_R0402_1K/0402,,,R0402,2230.000,-13480.000,0.000,NO
RC171,RESISTOR_R0402_49.9RST/0402,,,R0402,2165.000,-13615.000,90.000,NO
RC173,RESISTOR_R0402_100RST/0402,,,R0402,2205.000,-13615.000,270.000,NO
RC175,RESISTOR_R0402_2.2K/0402,,,R0402,-2665.000,-13340.000,270.000,NO
RC176,RESISTOR_R0402_2.2K/0402,,,R0402,-2740.000,-13565.000,180.000,NO
RC180,RESISTOR_R0402_2.2K/0402,,,R0402,-2620.000,-13560.000,90.000,NO
RC181,RESISTOR_R0402_2.2K/0402,,,R0402,-2620.000,-13340.000,270.000,NO
RC197,RESISTOR_R0402_0/0402,,,R0402,542.000,-19816.000,0.000,NO
RC198,RESISTOR_R0402_4.02KST/0402,,,R0402,202.000,-19827.000,180.000,YES
RC199,RESISTOR_R0402_0/0402,,,R0402,542.000,-19856.000,0.000,NO
RC200,RESISTOR_R0402_2.67KST/0402,,,R0402,92.000,-19724.000,180.000,NO
RC201,RESISTOR_R0402_150RST/0402,,,R0402,542.000,-19896.000,0.000,NO
RC203,RESISTOR_R0402_0/0402,,,R0402,47.000,-19921.000,90.000,NO
RC204,RESISTOR_R0402_10K/0402,,,R0402,542.000,-19936.000,0.000,NO
RC205,RESISTOR_R0402_1KST/0402,,,R0402,202.000,-19867.000,180.000,YES
RC206,RESISTOR_R0402_10K/0402,,,R0402,402.000,-19981.000,180.000,NO
RC207,RESISTOR_R0402_100KST/0402,,,R0402,24.000,-19747.000,270.000,NO
RC208,RESISTOR_R0402_1.5KST/0402,,,R0402,42.000,-19856.000,270.000,NO
RC209,RESISTOR_R0402_0/0402,,,R0402,1377.999,-19205.118,0.000,YES
RC210,RESISTOR_R0402_2.2/0402,,,R0402,1217.999,-19337.118,270.000,NO
RC211,RESISTOR_R0402_X_110KST/0402,,,R0402,1297.999,-19337.118,90.000,NO
RC212,RESISTOR_R0402_0/0402,,,R0402,1257.999,-19337.118,90.000,NO
RC213,RESISTOR_R0805_1RST/0805,,,R0805,1070.219,-18995.338,270.000,NO
RC214,RESISTOR_R0402_0/0402,,,R0402,1050.999,-19205.118,0.000,YES
RC215,RESISTOR_R0402_2.2/0402,,,R0402,890.999,-19337.118,270.000,NO
RC216,RESISTOR_R0402_X_110KST/0402,,,R0402,970.999,-19337.118,90.000,NO
RC217,RESISTOR_R0402_0/0402,,,R0402,930.999,-19337.118,90.000,NO
RC218,RESISTOR_R0805_1RST/0805,,,R0805,742.219,-18996.338,270.000,NO
