REFDES,COMP_DEVICE_TYPE,COMP_VALUE,COMP_TOL,COMP_PACKAGE,SYM_X,SYM_Y,SYM_ROTATE,SYM_MIRROR
C3113,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,-3675.000,-18070.000,180.000,NO
C3114,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,-3675.000,-17985.000,180.000,NO
C3115,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,-3675.000,-18025.000,180.000,NO
C3116,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,-3675.000,-17940.000,180.000,NO
C3117,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,-3675.000,-18110.000,180.000,NO
C3118,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,-3675.000,-17900.000,180.000,NO
C3119,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,-3675.000,-18365.000,180.000,NO
C3120,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,-3675.000,-18280.000,180.000,NO
C3121,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,-3675.000,-18325.000,180.000,NO
C3122,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,-3675.000,-18450.000,180.000,NO
C3123,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,-3675.000,-18535.000,180.000,NO
C3124,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,-3675.000,-18410.000,180.000,NO
C3125,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,-3675.000,-18240.000,180.000,NO
C3126,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,-3675.000,-18495.000,180.000,NO
C3127,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,-3675.000,-18875.000,180.000,NO
C3128,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,-3675.000,-18835.000,180.000,NO
C3129,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,-3675.000,-18665.000,180.000,NO
C3130,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,-3675.000,-18620.000,180.000,NO
C3131,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,-3675.000,-18750.000,180.000,NO
C3132,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,-3675.000,-18705.000,180.000,NO
C3133,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,-3675.000,-18580.000,180.000,NO
C3134,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,-3675.000,-18790.000,180.000,NO
C3135,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,-3675.000,-18970.000,180.000,NO
C3136,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,-3675.000,-19055.000,180.000,NO
C3137,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,-3675.000,-19140.000,180.000,NO
C3138,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,-3675.000,-19015.000,180.000,NO
C3139,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,-3675.000,-19225.000,180.000,NO
C3140,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,-3675.000,-19100.000,180.000,NO
C3141,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,-3675.000,-18930.000,180.000,NO
C3142,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,-3675.000,-19185.000,180.000,NO
C3143,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-17560.000,0.000,NO
C3144,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-17600.000,0.000,NO
C3145,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-17422.000,0.000,NO
C3146,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-17510.000,0.000,NO
C3147,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-17293.000,0.000,NO
C3148,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-17382.000,0.000,NO
C3149,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-17333.000,0.000,NO
C3150,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-17470.000,0.000,NO
C3151,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-17647.000,0.000,NO
C3152,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-17737.000,0.000,NO
C3153,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-17825.000,0.000,NO
C3154,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-17777.000,0.000,NO
C3155,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-17865.000,0.000,NO
C3156,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-17915.000,0.000,NO
C3157,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-17687.000,0.000,NO
C3158,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-17955.000,0.000,NO
C3159,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-18265.000,0.000,NO
C3160,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-18310.000,0.000,NO
C3161,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-18132.000,0.000,NO
C3162,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-18003.000,0.000,NO
C3163,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-18220.000,0.000,NO
C3164,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-18043.000,0.000,NO
C3165,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-18092.000,0.000,NO
C3166,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-18356.000,0.000,NO
C3167,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-18180.000,0.000,NO
C3168,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-18535.000,0.000,NO
C3169,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-18445.000,0.000,NO
C3170,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-18623.000,0.000,NO
C3171,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-18485.000,0.000,NO
C3172,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-18575.000,0.000,NO
C3173,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-18396.000,0.000,NO
C3174,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-18663.000,0.000,NO
C3175,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-14907.000,0.000,NO
C3176,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-14947.000,0.000,NO
C3177,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-15123.000,0.000,NO
C3178,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-15035.000,0.000,NO
C3179,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-15172.000,0.000,NO
C3180,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-15083.000,0.000,NO
C3181,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-15212.000,0.000,NO
C3182,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-14995.000,0.000,NO
C3183,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-14818.000,0.000,NO
C3184,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-14729.000,0.000,NO
C3185,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-14640.000,0.000,NO
C3186,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-14769.000,0.000,NO
C3187,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-14680.000,0.000,NO
C3188,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-14552.000,0.000,NO
C3189,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-14858.000,0.000,NO
C3190,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-14592.000,0.000,NO
C3191,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-14198.000,0.000,NO
C3192,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-14415.000,0.000,NO
C3193,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-14238.000,0.000,NO
C3194,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-14327.000,0.000,NO
C3195,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-14463.000,0.000,NO
C3196,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-14375.000,0.000,NO
C3197,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-14503.000,0.000,NO
C3198,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-14287.000,0.000,NO
C3199,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-14110.000,0.000,NO
C3200,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-14020.000,0.000,NO
C3201,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-13930.000,0.000,NO
C3202,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-13841.000,0.000,NO
C3203,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-14060.000,0.000,NO
C3204,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-13975.000,0.000,NO
C3205,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-14150.000,0.000,NO
C3206,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-13886.000,0.000,NO
C3239,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,-1164.000,-13400.000,0.000,YES
C3240,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,11758.000,-13486.000,0.000,YES
C3241,CAP_NP_C0402_1UF/25V/X5R/0402,,,C0402,4940.000,-1065.000,0.000,YES
C3243,CAP_NP_C0402_1UF/25V/X5R/0402,,,C0402,-3725.000,-7805.000,90.000,YES
C3244,CAP_NP_C0402_1UF/25V/X5R/0402,,,C0402,5760.000,-3270.000,270.000,NO
C3245,CAP_NP_C0402_0.22U/10V/X5R/0402,,,C0402,1705.000,-1184.000,180.000,YES
C3246,CAP_NP_C0402_33P/50V/NPO/0402,,,C0402,3095.000,-935.000,0.000,NO
C3247,CAP_NP_C0402_0.01U/25V/X7R/0402,,,C0402,4404.520,-4761.248,180.000,YES
C3248,CAP_NP_C0402_0.01U/25V/X7R/0402,,,C0402,4172.236,-4777.000,0.000,YES
C3249,CAP_NP_C0402_0.01U/25V/X7R/0402,,,C0402,4404.520,-4801.248,180.000,YES
C3250,CAP_NP_C0402_0.01U/25V/X7R/0402,,,C0402,4172.236,-4817.000,0.000,YES
C3251,CAP_NP_C0402_0.01U/25V/X7R/0402,,,C0402,4404.520,-4650.248,180.000,YES
C3252,CAP_NP_C0402_0.01U/25V/X7R/0402,,,C0402,4172.236,-4666.000,0.000,YES
C3253,CAP_NP_C0402_0.01U/25V/X7R/0402,,,C0402,4404.520,-4690.248,180.000,YES
C3254,CAP_NP_C0402_0.01U/25V/X7R/0402,,,C0402,4172.236,-4706.000,0.000,YES
C3255,CAP_NP_C0402_0.01U/25V/X7R/0402,,,C0402,4167.236,-4532.000,0.000,YES
C3256,CAP_NP_C0402_0.01U/25V/X7R/0402,,,C0402,4407.236,-4532.000,180.000,YES
C3257,CAP_NP_C0402_0.01U/25V/X7R/0402,,,C0402,4167.236,-4572.000,0.000,YES
C3258,CAP_NP_C0402_0.01U/25V/X7R/0402,,,C0402,4407.236,-4572.000,180.000,YES
C3259,CAP_NP_C0402_0.01U/25V/X7R/0402,,,C0402,4167.236,-4452.000,0.000,YES
C3260,CAP_NP_C0402_0.01U/25V/X7R/0402,,,C0402,4407.236,-4452.000,180.000,YES
C3261,CAP_NP_C0402_0.01U/25V/X7R/0402,,,C0402,4167.236,-4492.000,0.000,YES
C3262,CAP_NP_C0402_0.01U/25V/X7R/0402,,,C0402,4407.236,-4492.000,180.000,YES
C3263,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,2849.000,-726.000,270.000,YES
C3264,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,2980.000,-625.000,270.000,YES
C3265,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,2801.000,-731.000,270.000,YES
C3266,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,2746.000,-711.000,270.000,YES
C3267,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,2666.000,-618.000,90.000,NO
C3268,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,2755.000,-617.000,90.000,NO
C3269,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,11940.000,-19685.000,180.000,NO
C3270,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,11940.000,-19645.000,180.000,NO
C3271,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,12143.189,-19480.000,0.000,NO
C3272,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,12143.189,-19520.000,0.000,NO
C3273,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,11885.000,-19660.000,270.000,NO
C3274,CAP_NP_C0402_X_0.1U/25V/X7R/040,,,C0402,2110.000,-835.000,0.000,YES
CA16,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,6646.000,-12511.000,180.000,YES
CA17,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,6625.000,-12235.000,90.000,YES
CA18,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,9515.000,-12620.000,180.000,YES
CA19,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,9635.000,-12622.000,0.000,YES
CA22,CAP_NP_C0402_0.01U/16V/X7R/0402,,,C0402,6040.000,-6925.000,180.000,NO
CA23,CAP_NP_C0402_0.01U/16V/X7R/0402,,,C0402,5675.000,-6930.000,180.000,NO
CA24,CAP_NP_C0402_0.01U/16V/X7R/0402,,,C0402,4945.000,-6920.000,180.000,NO
CA25,CAP_NP_C0402_0.01U/16V/X7R/0402,,,C0402,10730.000,-7205.000,180.000,NO
CA26,CAP_NP_C0402_0.01U/16V/X7R/0402,,,C0402,11470.000,-7185.000,180.000,NO
CA27,CAP_NP_C0402_0.01U/16V/X7R/0402,,,C0402,11840.000,-7195.000,180.000,NO
CA30,CAP_NP_C0402_1UF/25V/X5R/0402,,,C0402,5145.000,-13045.000,180.000,NO
CA31,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,5660.000,-12955.000,180.000,NO
CA32,CAP_NP_C0402_0.01U/16V/X7R/0402,,,C0402,6040.000,-7085.000,0.000,NO
CA33,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,6043.000,-9475.000,270.000,NO
CA34,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,6039.000,-9185.000,90.000,NO
CA35,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,7987.260,-10176.150,180.000,YES
CA36,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,5674.000,-9769.000,270.000,NO
CA37,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,6036.000,-10060.000,270.000,NO
CA38,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,7987.260,-10241.150,180.000,YES
CA39,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,7987.260,-10046.150,180.000,YES
CA40,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,7987.260,-10111.150,180.000,YES
CA41,CAP_NP_C0402_0.01U/16V/X7R/0402,,,C0402,6403.900,-7069.300,0.000,NO
CA42,CAP_NP_C0402_0.01U/16V/X7R/0402,,,C0402,5300.000,-7003.000,90.000,NO
CA43,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,5672.000,-10095.000,270.000,NO
CA44,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,5674.000,-10366.000,270.000,NO
CA45,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,5674.000,-10236.000,90.000,NO
CA46,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,5674.000,-8978.000,90.000,NO
CA47,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,5673.000,-9427.000,90.000,NO
CA48,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,5674.000,-9261.000,90.000,NO
CA49,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,5674.000,-9116.000,270.000,NO
CA50,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,5674.000,-9910.000,90.000,NO
CA51,CAP_NP_C0402_0.01U/16V/X7R/0402,,,C0402,5675.000,-7090.000,0.000,NO
CA52,CAP_NP_C0402_0.01U/16V/X7R/0402,,,C0402,4580.000,-7080.000,270.000,NO
CA53,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,4945.000,-8839.000,90.000,NO
CA54,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,4945.000,-9114.000,270.000,NO
CA55,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,4945.000,-8970.000,90.000,NO
CA56,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,4943.000,-9407.000,270.000,NO
CA57,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,4944.000,-10017.000,270.000,NO
CA58,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,4943.000,-9734.000,270.000,NO
CA59,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,4944.000,-9862.000,90.000,NO
CA60,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,4944.000,-10157.000,90.000,NO
CA61,CAP_NP_C0402_0.01U/16V/X7R/0402,,,C0402,4945.000,-7080.000,0.000,NO
CA62,CAP_NP_C0402_0.01U/16V/X7R/0402,,,C0402,10718.748,-7031.760,90.000,NO
CA63,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,10361.000,-9185.000,90.000,NO
CA64,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,8583.260,-10213.150,0.000,YES
CA65,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,8583.260,-10148.150,0.000,YES
CA66,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,8583.260,-10083.150,0.000,YES
CA67,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,8583.260,-10278.150,0.000,YES
CA68,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,10359.000,-10244.000,90.000,NO
CA69,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,10370.000,-10070.000,270.000,NO
CA70,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,10360.000,-8970.000,90.000,NO
CA71,CAP_NP_C0402_0.01U/16V/X7R/0402,,,C0402,10350.000,-7045.000,90.000,NO
CA72,CAP_NP_C0402_0.01U/16V/X7R/0402,,,C0402,11460.000,-7010.000,90.000,NO
CA73,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,10730.760,-8968.150,90.000,NO
CA74,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,10730.760,-9097.150,270.000,NO
CA75,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,11841.000,-9369.000,270.000,NO
CA76,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,10731.000,-9790.000,90.000,NO
CA77,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,12208.000,-8795.000,90.000,NO
CA78,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,10730.760,-9380.150,270.000,NO
CA79,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,10730.760,-9253.150,90.000,NO
CA80,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,11840.000,-9840.000,90.000,NO
CA81,CAP_NP_C0402_0.01U/16V/X7R/0402,,,C0402,11090.000,-7045.000,90.000,NO
CA82,CAP_NP_C0402_0.01U/16V/X7R/0402,,,C0402,12210.000,-7040.000,0.000,NO
CA83,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,11470.000,-8837.000,270.000,NO
CA84,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,11470.000,-8967.000,90.000,NO
CA85,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,11471.000,-9097.000,270.000,NO
CA86,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,11471.000,-9237.000,90.000,NO
CA87,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,11471.000,-9367.000,270.000,NO
CA88,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,11470.000,-9710.000,270.000,NO
CA89,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,11470.000,-9840.000,90.000,NO
CA90,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,11840.000,-10235.000,270.000,NO
CA91,CAP_NP_C0402_0.01U/16V/X7R/0402,,,C0402,11830.000,-7020.000,90.000,NO
CA92,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,9895.000,-6703.000,90.000,NO
CA93,CAP_NP_C0402_220P/50V/X7R/0402,,,C0402,9950.000,-6820.000,0.000,NO
CA94,CAP_NP_C0402_1UF/25V/X5R/0402,,,C0402,9955.000,-6703.000,90.000,NO
CA96,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,9935.000,-6768.000,90.000,NO
CA97,CAP_NP_C0402_220P/50V/X7R/0402,,,C0402,9950.000,-6860.000,0.000,NO
CA98,CAP_NP_C0402_2.2U/16V/X6S/0402,,,C0402,8730.380,-7055.000,90.000,NO
CA99,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,8931.220,-6938.000,90.000,NO
CA100,CAP_NP_C0603_10U/25V/X5R/0603,,,C0603,7676.220,-7170.000,90.000,YES
CA101,CAP_NP_C0603_10U/25V/X5R/0603,,,C0603,8656.220,-7170.000,90.000,YES
CA102,CAP_NP_C0603_10U/25V/X5R/0603,,,C0603,8001.220,-7170.000,90.000,YES
CA103,CAP_NP_C0402_3300P/50V/X7R/0402,,,C0402,8036.380,-7141.000,270.000,NO
CA104,CAP_NP_C0402_10P/50V/NPO/0402,,,C0402,9555.000,-6943.000,90.000,NO
CA105,CAP_NP_C0402_2.2U/16V/X6S/0402,,,C0402,7096.000,-7148.000,270.000,NO
CA106,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,7055.000,-7730.000,180.000,NO
CA107,CAP_NP_C0402_2200P/50V/X7R/0402,,,C0402,9035.000,-7193.220,0.000,NO
CA108,CAP_NP_C0402_2.2U/16V/X6S/0402,,,C0402,8403.380,-7055.000,90.000,NO
CA109,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,8604.220,-6953.000,90.000,NO
CA110,CAP_NP_C0603_10U/25V/X5R/0603,,,C0603,8745.720,-7145.000,180.000,YES
CA111,CAP_NP_C0603_10U/25V/X5R/0603,,,C0603,9236.000,-7029.000,0.000,YES
CA112,CAP_NP_C0603_10U/25V/X5R/0603,,,C0603,8981.220,-7170.000,90.000,YES
CA113,CAP_NP_C0402_3300P/50V/X7R/0402,,,C0402,9344.380,-7141.000,270.000,NO
CA114,CAP_NP_C0402_10P/50V/NPO/0402,,,C0402,9567.500,-7008.000,180.000,NO
CA115,CAP_NP_C0402_2.2U/16V/X6S/0402,,,C0402,8076.380,-7141.000,270.000,NO
CA116,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,7939.000,-8081.000,180.000,YES
CA117,CAP_NP_C0402_2200P/50V/X7R/0402,,,C0402,8708.000,-7193.220,0.000,NO
CA118,CAP_NP_C0402_2.2U/16V/X6S/0402,,,C0402,8076.380,-7055.000,90.000,NO
CA119,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,8277.220,-6938.000,90.000,NO
CA120,CAP_NP_C0603_10U/25V/X5R/0603,,,C0603,7901.220,-7030.000,0.000,YES
CA121,CAP_NP_C0603_10U/25V/X5R/0603,,,C0603,8415.720,-7145.000,180.000,YES
CA122,CAP_NP_C0603_10U/25V/X5R/0603,,,C0603,8090.720,-7145.000,180.000,YES
CA123,CAP_NP_C0402_3300P/50V/X7R/0402,,,C0402,8363.380,-7141.000,270.000,NO
CA124,CAP_NP_C0402_10P/50V/NPO/0402,,,C0402,9632.500,-7008.000,180.000,NO
CA125,CAP_NP_C0402_2.2U/16V/X6S/0402,,,C0402,9057.380,-7141.000,270.000,NO
CA126,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,8182.000,-8080.880,0.000,YES
CA127,CAP_NP_C0402_2200P/50V/X7R/0402,,,C0402,8379.000,-7193.220,0.000,NO
CA128,CAP_NP_C0402_2.2U/16V/X6S/0402,,,C0402,7749.380,-7055.000,90.000,NO
CA129,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,7950.220,-6938.000,90.000,NO
CA130,CAP_NP_C0603_10U/25V/X5R/0603,,,C0603,9355.000,-7040.000,180.000,YES
CA131,CAP_NP_C0603_10U/25V/X5R/0603,,,C0603,8881.220,-7030.000,0.000,YES
CA132,CAP_NP_C0603_10U/25V/X5R/0603,,,C0603,9070.720,-7145.000,180.000,YES
CA133,CAP_NP_C0402_3300P/50V/X7R/0402,,,C0402,7382.380,-7141.000,270.000,NO
CA134,CAP_NP_C0402_10P/50V/NPO/0402,,,C0402,9697.500,-7008.000,180.000,NO
CA135,CAP_NP_C0402_2.2U/16V/X6S/0402,,,C0402,7749.380,-7141.000,270.000,NO
CA136,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,8182.000,-8076.000,180.000,NO
CA137,CAP_NP_C0402_2200P/50V/X7R/0402,,,C0402,8053.000,-7193.220,0.000,NO
CA138,CAPACITOR_POL_EC98-6P3MM-H10MM_,,,EC98-6P3MM-H10MM,7395.000,-6760.000,0.000,NO
CA139,CAPACITOR_POL_EC98-6P3MM-H10MM_,,,EC98-6P3MM-H10MM,7840.000,-6760.000,0.000,NO
CA140,CAPACITOR_POL_EC98-6P3MM-H10MM_,,,EC98-6P3MM-H10MM,8255.000,-6760.000,0.000,NO
CA141,CAP_NP_C0402_2.2U/16V/X6S/0402,,,C0402,7422.380,-7055.000,90.000,NO
CA142,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,7623.220,-6938.000,90.000,NO
CA143,CAP_NP_C0603_10U/25V/X5R/0603,,,C0603,9311.220,-7160.000,90.000,YES
CA144,CAP_NP_C0603_10U/25V/X5R/0603,,,C0603,8326.220,-7170.000,90.000,YES
CA145,CAP_NP_C0603_10U/25V/X5R/0603,,,C0603,8226.220,-7030.000,0.000,YES
CA146,CAP_NP_C0402_3300P/50V/X7R/0402,,,C0402,7709.380,-7141.000,270.000,NO
CA147,CAP_NP_C0402_10P/50V/NPO/0402,,,C0402,9762.500,-7008.000,180.000,NO
CA148,CAP_NP_C0402_2.2U/16V/X6S/0402,,,C0402,7422.380,-7141.000,270.000,NO
CA149,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,8470.000,-8012.120,180.000,YES
CA150,CAP_NP_C0402_2200P/50V/X7R/0402,,,C0402,7727.000,-7192.220,0.000,NO
